Section,Product Name,Chemical Name / Description,CAS Number,Grade / Traceability,Product Code,Pack Size,HSN Code,GST %,Other / Notes
Fine & Research Chemicals,"Tetra-n-octylammonium bromide, 99%",,14866-33-2,Synthesis,92341,25 G,29239000,18,
Fine & Research Chemicals,"Tetra-n-octylammonium bromide, 99%",,14866-33-2,Synthesis,92341,100 G,29239000,18,
Fine & Research Chemicals,"Tetrapropylammonium bromide, 99%",,1941-30-6,Synthesis,92331,100 G,29239000,18,
Fine & Research Chemicals,"Tetrapropylammonium bromide, 99% Tetrapropylammonium hydroxide",,1941-30-6,Synthesis,92331,500 G,29239000,18,
Fine & Research Chemicals,10 wt.% solution in water Tetrapropylammonium hydroxide,,4499-86-9,AR,91757,100 ML,29239000,18,
Fine & Research Chemicals,20 wt.% solution in water Tetrapropylammonium hydroxide,,4499-86-9,AR,91756,100 ML,29239000,18,
Fine & Research Chemicals,40 wt.% solution in water,,4499-86-9,AR,91755,100 ML,29239000,18,
Fine & Research Chemicals,Tetra-Sodium pyrophosphate decahydrate,,13472-36-1,AR,96056,500 G,28353900,18,
Fine & Research Chemicals,"Tetrazine (for microscopy), 85%",,1934-21-0,MolBio,90946,25 G,32041990,18,
Fine & Research Chemicals,"Tetrazine (for microscopy), 85%",,1934-21-0,MolBio,90946,100 G,32041990,18,
Fine & Research Chemicals,Thiamine hydrochloride (Vitamin B1),,67-03-8,MolBio,92639,500 G,29362210,18,
Fine & Research Chemicals,Thioacetamide,,62-55-5,LR,93156,500 G,29242950,18,
Fine & Research Chemicals,"Thioanisole, 99%",,100-68-5,Synthesis,92032,100 ML,29309070,18,
Fine & Research Chemicals,"Thioanisole, 99%",,100-68-5,Synthesis,92032,500 ML,29309070,18,
Fine & Research Chemicals,Thiobarbituric acid,,504-17-6,Synthesis,91584,25 G,29333990,18,
Fine & Research Chemicals,Thioglycolic acid,,68-11-1,LR,93142,500 ML,29309099,18,
Fine & Research Chemicals,Thioglycolic acid,,68-11-1,LR,93142,1 L,29157090,18,
Fine & Research Chemicals,Thionyl chloride,,7719-09-7,LR,93059,2.5 L,28129000,18,
Fine & Research Chemicals,"2,5-Thiophenedicarboxylic acid",,4282-31-9,Synthesis,92857,25 G,29349900,18,
Fine & Research Chemicals,Thiourea,,62-56-6,AR,90260,500 G,29309010,18,
Fine & Research Chemicals,Thiourea,,62-56-6,LR,90576,500 G,29309010,18,
Fine & Research Chemicals,Thymidine,,50-89-5,LR,93599,100 G,29335990,18,
Fine & Research Chemicals,Thymol,,89-83-8,LR,93363,100 G,29071990,18,
Fine & Research Chemicals,Thymol blue indicator powder,,76-61-9,Indicator,91794,5 G,29349900,18,
Fine & Research Chemicals,Thymol blue indicator powder,,76-61-9,Indicator,91794,25 G,29349900,18,
Fine & Research Chemicals,Thymolphthalein indicator powder,,125-20-2,Indicator,94171,5 G,29322090,18,
Fine & Research Chemicals,Thymolphthalein indicator solution,,125-20-2,Indicator,94199,125 ML,38220090,18,
Fine & Research Chemicals,Tin metal granulated,,7440-31-5,LR,90577,100 G,28051900,18,
Fine & Research Chemicals,Tin metal granulated,,7440-31-5,LR,90577,500 G,28051900,18,
Fine & Research Chemicals,TISAB III solution (for fluoride determination),,,AR,97161,500 ML,38229090,18,
Fine & Research Chemicals,Titanium (IV) butoxide,,5593-70-4,LR,93381,500 ML,29051990,18,
Fine & Research Chemicals,Titanium (IV) dioxide,,13463-67-7,AR,91511,1 KG,28230010,18,
Fine & Research Chemicals,Titanium (IV) isopropoxide,,546-68-9,LR,93288,500 ML,29051990,18,
Fine & Research Chemicals,Titanium tetrachloride (Titanium(IV) chloride),,7550-45-0,LR,93197,500 ML,28273990,18,
Fine & Research Chemicals,Titanium tetrachloride (Titanium(IV) chloride),,7550-45-0,LR,93197,1 L,28273990,18,
Fine & Research Chemicals,Titanium tetrachloride (Titanium(IV) chloride),,7550-45-0,LR,93197,2.5 L,28273990,18,
Fine & Research Chemicals,Titanium(III) chloride 15% solution,,7705-07-9,LR,93283,500 ML,28273990,18,
Fine & Research Chemicals,Titanium(III) chloride 15% solution,,7705-07-9,LR,93283,1 L,28273990,18,
Fine & Research Chemicals,Titanium(IV) dioxide,,13463-67-7,AR,91511,100 G,28230010,18,
Fine & Research Chemicals,Titanium(IV) dioxide,,13463-67-7,AR,91511,500 G,28230010,18,
Fine & Research Chemicals,Titanium(IV) dioxide,,13463-67-7,LR,90578,500 G,28230010,18,
Fine & Research Chemicals,Titanium(IV) dioxide,,13463-67-7,LR,90578,1 KG,28230010,18,
Fine & Research Chemicals,Tocophenyl acetate,,7695-91-2,LR,93063,25G M,29362800,18,
Fine & Research Chemicals,Tollens reagent,,,LR,94231,100 ML,38229090,12,
Fine & Research Chemicals,Toluene,,108-88-3,HPLC,90050,1 L,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,HPLC,90050,2.5 L,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,GC,94031,250 ML,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,GC,94031,500 ML,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,GC,94031,1 L,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,AR,90261,500 ML,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,AR,90261,2.5 L,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,DRYSOLV,90727,500 ML,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,DRYSOLV,90727,1 L,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,DRYSOLV,90727,2.5 L,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,LN,94270,2.5 L,29023000,18,
Fine & Research Chemicals,Toluene,,108-88-3,SG,94114,2.5 L,29023000,18,
Fine & Research Chemicals,Toluene (rectified),,108-88-3,LR,90579,500 ML,29023000,18,
Fine & Research Chemicals,Toluene (rectified),,108-88-3,LR,90579,2.5 L,29023000,18,
Fine & Research Chemicals,Toluene (sulphur free),,108-88-3,LR,90580,500 ML,29023000,18,
Fine & Research Chemicals,Toluene (sulphur free),,108-88-3,LR,90580,2.5 L,29023000,18,
Fine & Research Chemicals,Toluene anhydrous,,108-88-3,AR,93431,2.5 L,29023000,18,
Fine & Research Chemicals,Toluidine Blue O,,92-31-9,Stain,94177,5 G,32049000,18,
Fine & Research Chemicals,Total hardness tablets,,,LR,94208,100 TABS,38220090,18,
Fine & Research Chemicals,"Trans-2-phenylvinylboronic acid, 95%",,6783-05-7,Synthesis,92841,5 G,29335990,18,
Fine & Research Chemicals,"Tributylamine, 98%",,102-82-9,LR,93082,500 ML,29211990,18,
Fine & Research Chemicals,"Tributylamine, 98% Tributylmethylammonium chloride,",,102-82-9,LR,93082,2.5 L,29211990,18,
Fine & Research Chemicals,70 wt% solution in water,,56375-79-2,Synthesis,92312,100 ML,39140090,18,
Fine & Research Chemicals,70 wt% solution in water,,56375-79-2,Synthesis,92312,500 ML,39140090,18,
Fine & Research Chemicals,"Tributylmethylammonium chloride, 98%",,56375-79-2,Synthesis,92311,25 G,39140090,18,
Fine & Research Chemicals,"Tributylmethylammonium chloride, 98%",,56375-79-2,Synthesis,92311,100 G,39140090,18,
Fine & Research Chemicals,Trichloroacetic acid (6.1 N) solution,,76-03-9,Solution,97028,100 ML,29154030,18,
Fine & Research Chemicals,"Trichloroacetic acid, 99%",,76-03-9,Synthesis,91918,500 G,29154030,18,
Fine & Research Chemicals,"Trichloroacetic acid, 99%",,76-03-9,LR,93027,500 G,29154030,18,
Fine & Research Chemicals,"1,2,4-Trichlorobenzene, 99%",,120-82-1,HPLC,90065,500 ML,29039990,5,
Fine & Research Chemicals,"1,2,4-Trichlorobenzene, 99%",,120-82-1,HPLC,90065,1 L,29039990,5,
Fine & Research Chemicals,"1,2,4-Trichlorobenzene, 99%",,120-82-1,HPLC,90065,2.5 L,29039990,5,
Fine & Research Chemicals,"1,2,4-Trichlorobenzene, 99%",,120-82-1,LR,93046,500 ML,29039990,5,
Fine & Research Chemicals,"1,2,4-Trichlorobenzene, 99%",,120-82-1,LR,93046,2.5 L,29039990,5,
Fine & Research Chemicals,Trichloroethylene,,79-01-6,EL,90735,2.5 L,29032200,18,
Fine & Research Chemicals,Trichloroethylene,,79-01-6,AR,90262,500 ML,29032200,18,
Fine & Research Chemicals,Trichloroethylene,,79-01-6,AR,90262,2.5 L,29032200,18,
Fine & Research Chemicals,Trichloroethylene,,79-01-6,LR,90581,500 ML,29032200,18,
Fine & Research Chemicals,Trichloroethylene,,79-01-6,LR,90581,2.5 L,29032200,18,
Fine & Research Chemicals,Triethanolamine,,102-71-6,AR,90263,500 ML,29221310,18,
Fine & Research Chemicals,Triethanolamine,,102-71-6,AR,90263,2.5 L,29221310,18,
Fine & Research Chemicals,Triethanolamine,,102-71-6,LR,90582,500 ML,29221310,18,
Fine & Research Chemicals,Triethanolamine,,102-71-6,LR,90582,1 L,29221310,18,
Fine & Research Chemicals,Triethanolamine,,102-71-6,LR,90582,2.5 L,29221310,18,
Fine & Research Chemicals,"Triethyl orthoformate, 98%",,122-51-0,Synthesis,91938,250 ML,29159090,18,
Fine & Research Chemicals,"Triethyl phosphate, 99%",,78-40-0,Synthesis,91923,250 ML,29199090,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,HPLC,90051,3 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,HPLC,90051,5X3 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,HPLC,90051,250 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,HPLC,90051,500 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,HPLC,90051,1 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,GC-HS,90716,250 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,GC-HS,90716,500 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,GC-HS,90716,1 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,GC,94088,250 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,GC,94088,500 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,GC,94088,1 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,AR,91514,500 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,AR,91514,1 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,AR,91514,2.5 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,DRYSOLV,93424,500 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,DRYSOLV,93424,1 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,DRYSOLV,93424,2.5 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,LR,91837,500 ML,29211990,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,LR,91837,2.5 L,29211990,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,LN,94271,500 ML,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,LN,94271,1 L,29211900,18,
Fine & Research Chemicals,Triethylamine,,121-44-8,LN,94271,2.5 L,29211900,18,
Fine & Research Chemicals,"Triethylamine hydrochloride, 99%",,554-68-7,Synthesis,92002,500 G,29211990,18,
Fine & Research Chemicals,Triethylene glycol,,112-27-6,GC,94087,500 ML,29053100,18,
Fine & Research Chemicals,Triethylorthoformate,,122-51-0,GC,99103,250 ML,29211900,18,
Fine & Research Chemicals,"Triethylsilane, 98%",,617-86-7,Synthesis,92064,25 G,29319090,18,
Fine & Research Chemicals,"Triethylsilane, 98%",,617-86-7,Synthesis,92064,100 G,29319090,18,
Fine & Research Chemicals,Trifluoroacetic acid,,76-05-1,DRYSOLV,96256,50 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99% (ampoules)",,76-05-1,LC-MS,98710,5x3 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99%",,76-05-1,LC-MS,98710,50 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99 %",,76-05-1,LC-MS,98710,100 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99 %",,76-05-1,LC-MS,98710,500 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99 %",,76-05-1,AR,92496,100 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99 %",,76-05-1,AR,92496,500 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99%",,76-05-1,HPLC,92433,100 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99%",,76-05-1,HPLC,92433,500 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99%",,76-05-1,HPLC,92433,1 L,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99%",,76-05-1,Synthesis,91924,100 ML,29159090,18,
Fine & Research Chemicals,"Trifluoroacetic acid, 99%",,76-05-1,Synthesis,91924,500 ML,29159090,18,
Fine & Research Chemicals,Trifluoroacetic anhydride,,407-25-0,LR,93620,500 ML,29159090,18,
Fine & Research Chemicals,"2,2,2-Trifluoroethanol, 99%",,75-89-8,Synthesis,92066,100 ML,29095090,18,
Fine & Research Chemicals,"2,2,2-Trifluoroethanol, 99%",,75-89-8,Synthesis,92066,500 ML,29095090,18,
Fine & Research Chemicals,"2,2,2-Trifluoroethyl iodide, 99%",,353-83-3,Synthesis,92367,5 G,29033990,18,
Fine & Research Chemicals,"2,2,2-Trifluoroethyl iodide, 99%",,353-83-3,Synthesis,92367,25 G,29033990,18,
Fine & Research Chemicals,"Trifluoromethanesulphonic acid,99%",,1493-13-6,LR,93365,500 ML,29049900,18,
Fine & Research Chemicals,4-(Trifluoromethyl)aniline 98%,,455-14-1,Synthesis,92779,100 G,29214110,18,
Fine & Research Chemicals,Trimethyl borate,,121-43-7,LR,92884,100 ML,29209099,18,
Fine & Research Chemicals,Trimethyl orthoacetate,,1445-45-0,GC,99124,250 ML,29420090,18,
Fine & Research Chemicals,"Trimethyl orthoformate, 98%",,149-73-5,Synthesis,91939,500 ML,29152990,18,
Fine & Research Chemicals,Trimethylamine 30% in water,,75-50-3,LR,93376,1 L,29211990,18,
Fine & Research Chemicals,"Trimethylphenylammonium bromide, 98%",,16056-11-4,Synthesis,92313,25 G,29239000,18,
Fine & Research Chemicals,"Trimethylphenylammonium bromide, 98%",,16056-11-4,Synthesis,92313,100 G,29239000,18,
Fine & Research Chemicals,"Trimethylphenylammonium chloride, 98%",,138-24-9,Synthesis,92314,100 G,29239000,18,
Fine & Research Chemicals,"Trimethylphenylammonium chloride, 98%",,138-24-9,Synthesis,92314,500 G,29239000,18,
Fine & Research Chemicals,"Trimethylsulphonium iodide, 98%",,2181-42-2,Synthesis,92352,100 G,29309099,18,
Fine & Research Chemicals,"Trimethylsulphonium iodide, 98%",,2181-42-2,Synthesis,92352,500 G,29309099,18,
Fine & Research Chemicals,"Trimethylsulphoxonium iodide, 98%",,1774-47-6,Synthesis,92357,100 G,29291090,18,
Fine & Research Chemicals,"Trimethylsulphoxonium iodide, 98%",,1774-47-6,Synthesis,92357,500 G,29291090,18,
Fine & Research Chemicals,"Tri-n-butyl phosphate, 99%",,126-73-8,Synthesis,91919,500 ML,29199090,18,
Fine & Research Chemicals,Trioctylphosphine oxide,,78-50-2,AR,96047,10 G,29319090,18,
Fine & Research Chemicals,Trioctylphosphine oxide,,78-50-2,AR,96047,100 G,29319090,18,
Fine & Research Chemicals,"1,3,5-Trioxane",,110-88-3,LR,93435,1 KG,29121990,18,
Fine & Research Chemicals,Triphenyl phosphine,,603-35-0,LR,93301,250 G,29319090,18,
Fine & Research Chemicals,"Triphenyl phosphite, 98%",,101-02-0,Synthesis,91901,500 ML,29209099,18,
Fine & Research Chemicals,"Triphosgene, 98%",,32315-10-9,Synthesis,92065,100 G,29209099,18,
Fine & Research Chemicals,"Triphosgene, 98%",,32315-10-9,Synthesis,92065,500 G,29209099,18,
Fine & Research Chemicals,Tris buffer,,77-86-1,AR,90265,100 G,29211110,18,
Fine & Research Chemicals,Tris buffer,,77-86-1,AR,90265,500 G,29211110,18,
Fine & Research Chemicals,"Tris hydrochloride, 98%",,1185-53-1,AR,91517,500 G,29221990,18,
Fine & Research Chemicals,Tris(2-ethylhexyl)phosphate,,78-42-2,LR,92930,500 ML,29161290,18,
Fine & Research Chemicals,Triton X-100,,9002-93-1,MolBio,90922,250 ML,34021900,18,
Fine & Research Chemicals,Triton X-100,,9002-93-1,MolBio,90922,500 ML,34021900,18,
Fine & Research Chemicals,Triton X-100,,9002-93-1,MolBio,90922,1 L,34021900,18,
Fine & Research Chemicals,Triton X-405 (70% solution),,9036-19-5,MolBio,90941,500 ML,34021300,18,
Fine & Research Chemicals,Triton X-405 (70% solution),,9036-19-5,MolBio,90941,1 L,34021300,18,
Fine & Research Chemicals,Triton X-705 (70% solution),,9036-19-5,MolBio,90942,500 ML,34021300,18,
Fine & Research Chemicals,"Trityl chloride, 98%",,76-83-5,Synthesis,92300,100 G,39039090,18,
Fine & Research Chemicals,"Trityl chloride, 98%",,76-83-5,Synthesis,92300,500 G,39039090,18,
Fine & Research Chemicals,Tungsten metal powder,,7440-33-7,LR,93356,500 G,81019990,18,
Fine & Research Chemicals,Universal indicator solution,,,Indicator,91773,100 ml,38220090,18,
Fine & Research Chemicals,Universal indicator solution,,,Indicator,91773,500 ml,38220090,18,
Fine & Research Chemicals,"Uracil, 99%",,66-22-8,Synthesis,92893,100 G,29335990,18,
Fine & Research Chemicals,Urea,,57-13-6,MolBio,92645,100 G,29241900,18,
Fine & Research Chemicals,Urea,,57-13-6,AR,90267,500 G,29241900,18,
Fine & Research Chemicals,Urea,,57-13-6,LR,90585,500 G,29241900,18,
Fine & Research Chemicals,Vanadium pentoxide,,1314-62-1,LR,90686,100 G,28253010,5,
Fine & Research Chemicals,Vanillic acid,,121-34-6,LR,92886,100 G,29072990,18,
Fine & Research Chemicals,Vanillin,,121-33-5,LR,90586,100 G,29124100,18,
Fine & Research Chemicals,"Vinyl acetate 99%, stabilized with HQ",,108-05-4,Synthesis,90998,500 ML,29153200,18,
Fine & Research Chemicals,"Vinyl acetate 99%, stabilized with HQ",,108-05-4,Synthesis,90998,1 L,29153200,18,
Fine & Research Chemicals,"Vinyl bromide solution, 1 M in THF",,593-60-2,Synthesis,90923,1 L,29420090,18,
Fine & Research Chemicals,"Vinyl bromide solution, 25% in THF",,593-60-2,AR,92507,1 L,29420090,18,
Fine & Research Chemicals,Vinyl magnesium bromide 1.0M in THF,,1826-67-1,AR,92504,1 L,29420090,18,
Fine & Research Chemicals,1-Vinyl-2-pyrrolidone,,88-12-0,LR,92899,500 ML,29339900,18,
Fine & Research Chemicals,Vitamin A acetate,,7695-91-2,Synthesis,92832,1 KG,29362100,18,
Fine & Research Chemicals,Water,,7732-18-5,LC-MS,98717,1 L,28539090,18,
Fine & Research Chemicals,Water,,7732-18-5,LC-MS,98717,4 L,28539090,18,
Fine & Research Chemicals,Water,,7732-18-5,HPLC,90052,1 L,38220090,18,
Fine & Research Chemicals,Water (Distilled),,7732-18-5,AR,93542,5 L,28539090,18,
Fine & Research Chemicals,Water (Distilled),,7732-18-5,LR,90399,5 L,38220090,18,
Fine & Research Chemicals,WIJ'S solution,,7790-99-0,Solution,91746,500 ML,38220090,18,
Fine & Research Chemicals,Wright's stain powder,,,Stain,94206,25 G,32041929,18,
Fine & Research Chemicals,Wright's stain solution,,,Stain,94207,125 ML,32041929,18,
Fine & Research Chemicals,Xylenes,,1330-20-7,AR,90268,500 ML,29024400,18,
Fine & Research Chemicals,Xylenes,,1330-20-7,AR,90268,2.5 L,29024400,18,
Fine & Research Chemicals,Xylenes (rectified),,1330-20-7,LR,90587,500 ML,29024400,18,
Fine & Research Chemicals,Xylenes (rectified),,1330-20-7,LR,90587,1 L,29024400,18,
Fine & Research Chemicals,Xylenes (rectified),,1330-20-7,LR,90587,2.5 L,29024400,18,
Fine & Research Chemicals,Xylenes (sulphur free),,1330-20-7,LR,90588,500 ML,29024400,18,
Fine & Research Chemicals,Xylenes (sulphur free),,1330-20-7,LR,90588,2.5 L,29024400,18,
Fine & Research Chemicals,Xylenol orange solution,,3618-43-7,LR,94238,500 ML,29349900,18,
Fine & Research Chemicals,Xylenol orange (Biological stain),,3618-43-7,Stain,91800,5 G,29349900,18,
Fine & Research Chemicals,Xylidine ponceau for microscopy,,3761-53-3,LR,92650,25 G,32049000,18,
Fine & Research Chemicals,g-Cyclodextrin,,17465-86-0,Synthesis,92928,5 G,29335990,18,
Fine & Research Chemicals,Yeast extract,,8013-01-2,MolBio,92627,500 G,38210000,18,
Fine & Research Chemicals,Yeast extract,,8013-01-2,LR,92644,500 G,21021090,18,
Fine & Research Chemicals,Yttrium(III) nitrate hexahydrate,,13494-98-9,LR,93126,100 G,28469020,18,
Fine & Research Chemicals,Zinc acetate dihydrate,,5970-45-6,AR,96042,500 G,29159090,18,
Fine & Research Chemicals,Zinc acetate dihydrate,,5970-45-6,LR,90589,500 G,29159090,18,
Fine & Research Chemicals,Zinc carbonate,,3486-35-9,LR,93209,500 G,28369990,18,
Fine & Research Chemicals,Zinc chloride,,7646-85-7,AR,90269,500 G,28273600,18,
Fine & Research Chemicals,Zinc chloride,,7646-85-7,LR,90590,500 G,28273600,18,
Fine & Research Chemicals,Zinc chloride,,7646-85-7,LR,90590,1 KG,28273600,18,
Fine & Research Chemicals,Zinc dust,,7440-66-6,AR,96046,500 G,79031000,18,
Fine & Research Chemicals,Zinc dust,,7440-66-6,LR,90591,500 G,79031000,18,
Fine & Research Chemicals,Zinc iodide,,10139-47-6,LR,92355,100 G,28276000,18,
Fine & Research Chemicals,Zinc iodide,,10139-47-6,LR,92355,500 G,28276000,18,
Fine & Research Chemicals,Zinc metal granulated,,7440-66-6,LR,90592,500 G,28051900,18,
Fine & Research Chemicals,Zinc nicotinate,,51914-60-4,LR,93556,500 G,29333990,18,
Fine & Research Chemicals,Zinc nicotinate,,51914-60-4,LR,93556,5 KG,29333990,18,
Fine & Research Chemicals,Zinc oxide,,1314-13-2,AR,90270,500 G,28170010,18,
Fine & Research Chemicals,Zinc oxide,,1314-13-2,LR,90593,500 G,28170010,18,
Fine & Research Chemicals,Zinc oxide,,1314-13-2,LR,90593,5 KG,28170010,18,
Fine & Research Chemicals,Zinc oxide nano powder(10-30nm),,1314-13-2,Synthesis,93500,50 G,28170010,18,
Fine & Research Chemicals,Zinc sulphate heptahydrate,,7446-20-0,AR,90271,500 G,28332690,18,
Fine & Research Chemicals,Zinc sulphate heptahydrate,,7446-20-0,LR,90609,500 G,28332690,18,
Fine & Research Chemicals,Zinc sulphate M/20 (0.05 M) solution,,7446-20-0,Solution,97188,500 ML,38220090,18,
Fine & Research Chemicals,Zirconium oxychloride,,13520-92-8,LR,93014,500 G,28273990,18,
Complying Pharmacopoeia Specifications,Adenine,,73-24-5,USP-NF,91165,500 G,29349990,18,
Complying Pharmacopoeia Specifications,Ammonium Chloride,,12125-02-9,EP,91405,500 G,28271000,18,
Complying Pharmacopoeia Specifications,Ammonium Sulphate,,7783-20-2,USP-NF,91162,500 G,28332990,18,
Complying Pharmacopoeia Specifications,Benzalkonium Chloride,,63449-41-2,IP,91226,500 G,34021200,18,
Complying Pharmacopoeia Specifications,Benzalkonium Chloride,,63449-41-2,USP-NF,91158,500 G,34021200,18,
Complying Pharmacopoeia Specifications,Benzoic Acid,,65-85-0,BP,91323,500 G,29163110,18,
Complying Pharmacopoeia Specifications,Benzoyl Peroxide Hydrous,,94-36-0,BP,91308,500 G,29163200,18,
Complying Pharmacopoeia Specifications,Boric Acid,,10043-35-3,BP,91314,500 G,28100020,18,
Complying Pharmacopoeia Specifications,Boric Acid,,10043-35-3,USP-NF,91136,500 G,28100020,18,
Complying Pharmacopoeia Specifications,Boric Acid,,10043-35-3,,91049,500 G,28100020,18,
Complying Pharmacopoeia Specifications,Butylated Hydroxy Anisole,,25013-16-5,IP,91201,500 G,29095090,18,
Complying Pharmacopoeia Specifications,Butylated Hydroxy Anisole,,25013-16-5,USP-NF,91147,500 G,29095090,18,
Complying Pharmacopoeia Specifications,Butylated Hydroxytoluene,,128-37-0,USP,91107,500 G,29071990,18,
Complying Pharmacopoeia Specifications,Butylated Hydroxytoluene,,128-37-0,EP,91418,500 G,29071990,18,
Complying Pharmacopoeia Specifications,Calamine,,NA USP-NF,,91130,500 G,30049087,18,
Complying Pharmacopoeia Specifications,Calcium Acetate,,62-54-4,USP-NF,91105,500 G,29152910,18,
Complying Pharmacopoeia Specifications,Calcium Acetate,,62-54-4,EP,91401,500 G,29152910,18,
Complying Pharmacopoeia Specifications,Calcium Carbonate,,471-34-1,IP,91212,500 G,28365000,18,
Complying Pharmacopoeia Specifications,Calcium Chloride Dihydrate,,10035-04-8,IP,91223,500 G,28272000,18,
Complying Pharmacopoeia Specifications,Calcium Chloride Dihydrate,,10035-04-8,USP-NF,91133,500 G,28272000,18,
Complying Pharmacopoeia Specifications,Calcium Chloride Dihydrate,,10035-04-8,,91008,500 G,28272000,18,
Complying Pharmacopoeia Specifications,Calcium Sulphate,,10101-41-4,USP-NF,91155,500 G,28332990,18,
Complying Pharmacopoeia Specifications,Camphor,,76-22-2,USP-NF,91137,500 G,29142922,18,
Complying Pharmacopoeia Specifications,Caramel Chlorobutanol (Hemihydrate),,NA USP-NF,,91131,500 G,17029040,18,
Complying Pharmacopoeia Specifications,"(1,1,1-Trichloro-2-Methyl-2-Propanol)",,57-15-8,USP-NF,91103,500 G,29051490,18,
Complying Pharmacopoeia Specifications,Citric Acid Anhydrous,,77-92-9,IP,91208,500 G,29181400,18,
Complying Pharmacopoeia Specifications,Citric Acid Anhydrous,,77-92-9,USP-NF,91178,500 G,29181400,18,
Complying Pharmacopoeia Specifications,Citric Acid Anhydrous,,77-92-9,,91009,500 G,29181400,18,
Complying Pharmacopoeia Specifications,"Citric Acid, Monohydrate",,5949-29-1,USP-NF,91181,500 G,29181400,18,
Complying Pharmacopoeia Specifications,Copper Gluconate,,527-09-3,USP-NF,91127,500 G,29024400,18,
Complying Pharmacopoeia Specifications,Creatinine,,60-27-5,USP-NF,91200,500 G,21061000,18,
Complying Pharmacopoeia Specifications,"Cupric Sulfate, 5-Hydrate",,7758-99-8,USP-NF,91134,500 G,28332500,18,
Complying Pharmacopoeia Specifications,Dextrose Anhydrous,,50-99-7,USP-NF,91434,500 G,17023020,18,
Complying Pharmacopoeia Specifications,Dextrose Anhydrous,,50-99-7,,91056,500 G,17023020,18,
Complying Pharmacopoeia Specifications,Diethyl Ether,,60-29-7,BP,91342,500 ML,29091100,18,
Complying Pharmacopoeia Specifications,Dimethylacetamide,,127-19-5,BP,91329,500 ML,29241900,18,
Complying Pharmacopoeia Specifications,Di-n-Butyl Phthalate,,84-74-2,BP,91337,500 ML,29173910,18,
Complying Pharmacopoeia Specifications,"Disodium Hydrogen Phosphate, Anhydrous",,7558-79-4,BP,91336,500 G,28352300,18,
Complying Pharmacopoeia Specifications,,,7558-79-4,,91054,500 G,28352300,18,
Complying Pharmacopoeia Specifications,,,10028-24-7,,91052,500 G,28352400,18,
Complying Pharmacopoeia Specifications,"Disodium Hydrogen Phosphate,",,10039-32-4,,91051,500 G,28352200,18,
Complying Pharmacopoeia Specifications,Heptahydrate,,7782-85-6,USP-NF,91189,500 G,28352200,18,
Complying Pharmacopoeia Specifications,D-Mannitol,,69-65-8,IP,91220,500 G,29054300,18,
Complying Pharmacopoeia Specifications,"Dried Aluminium Hydroxide Gel, Powder",,21645-51-2,IP,91204,500 G,28183000,18,
